field_id,region,crop_type,soil_organic_carbon,soil_ph,nitrogen_kgha,phosphorus_kgha,potassium_kgha,clay_content_pct,sulphur_ppm,calcium_meq,magnesium_meq,zinc_ppm,iron_ppm,copper_ppm,manganese_ppm,boron_ppm,electrical_conductivity_dsm,cumulative_rainfall_mm,growing_degree_days,avg_temperature_c,heat_stress_days,peak_ndvi,bio_applied,bio_product_type,bio_dosage_l_ha,observed_yield_q_acre,counterfactual_yield_q_acre,bio_attributed_lift_q,crop_msp_rs_q,gross_revenue_gain_rs,net_profit_rs
IND_FIELD_0626,Maharashtra & Vidarbha (Deccan),Wheat,7.61,7.55,163.8,19.4,285.6,29.5,15.8,18.0,6.0,0.57,9.63,0.86,2.12,0.76,0.62,1227.3,2876.5,33.6,5,0.92,0,None,0.0,37.21,36.71,0.5,2275.0,1145.0,1145.0
IND_FIELD_0627,Maharashtra & Vidarbha (Deccan),Soybean,13.89,6.68,237.0,46.7,306.6,34.9,18.7,12.2,7.3,0.84,5.42,0.3,2.81,0.33,0.33,826.3,3008.6,22.7,11,0.92,1,Syngenta Isabion,1.98,31.4,28.47,2.93,4892.0,14324.0,12531.0
IND_FIELD_0628,Uttar Pradesh & Bihar,Onion,10.56,7.34,103.5,41.8,160.6,21.4,20.2,24.8,13.1,0.38,7.98,0.83,2.14,0.4,0.38,1009.2,2310.7,28.9,9,0.92,0,None,0.0,215.41,214.49,0.92,2800.0,2585.0,2585.0
IND_FIELD_0629,Punjab & Haryana (Indo-Gangetic),Groundnut (Peanut),10.89,6.92,182.6,35.9,214.6,47.9,9.5,10.2,9.5,0.34,6.76,0.26,7.44,0.93,0.8,694.9,2535.8,23.4,2,0.857,0,None,0.0,25.92,26.19,-0.28,6783.0,-1867.0,-1867.0
IND_FIELD_0630,Maharashtra & Vidarbha (Deccan),Cotton,10.46,6.26,188.9,42.1,102.8,30.8,10.7,20.5,11.3,0.82,5.87,0.78,3.53,0.76,0.62,1105.4,1964.4,24.6,4,0.92,1,Syngenta Quantis,1.73,24.58,22.6,1.97,7121.0,14045.0,12145.0
IND_FIELD_0631,Uttar Pradesh & Bihar,Onion,5.69,7.48,169.3,29.7,128.1,28.4,15.2,14.2,8.6,0.74,7.91,0.31,7.08,0.89,0.73,743.6,2383.7,33.7,4,0.797,1,Syngenta CropBio+ (Biostimulant),1.73,213.27,189.3,23.98,2800.0,67135.0,65534.0
IND_FIELD_0632,Karnataka & Tamil Nadu,Sugarcane,8.1,7.14,75.9,18.0,179.2,39.3,12.0,23.8,3.8,0.45,10.12,0.23,7.48,0.46,0.34,1251.9,2305.1,28.5,4,0.92,0,None,0.0,524.75,524.61,0.15,340.0,49.0,49.0
IND_FIELD_0633,Andhra Pradesh & Telangana,Wheat,11.76,6.66,181.8,40.6,129.5,28.9,21.5,31.5,4.2,1.06,3.5,0.7,5.3,0.77,0.53,656.5,2056.4,31.9,7,0.848,0,None,0.0,41.05,41.23,-0.18,2275.0,-410.0,-410.0
IND_FIELD_0634,Andhra Pradesh & Telangana,Maize,4.62,7.99,71.5,34.6,290.4,43.0,14.5,20.2,9.1,1.39,9.91,0.4,2.18,0.75,0.83,464.1,3052.3,22.8,4,0.68,0,None,0.0,39.96,39.83,0.13,2225.0,293.0,293.0
IND_FIELD_0635,Punjab & Haryana (Indo-Gangetic),Groundnut (Peanut),6.56,5.85,167.3,39.5,118.0,31.6,20.4,28.0,11.0,0.74,7.65,0.7,2.45,0.46,0.37,705.1,2007.3,27.4,2,0.788,0,None,0.0,22.65,23.04,-0.4,6783.0,-2690.0,-2690.0
IND_FIELD_0636,Maharashtra & Vidarbha (Deccan),Sugarcane,6.54,6.56,193.1,26.5,189.4,39.6,16.5,21.2,5.8,0.99,9.09,0.59,4.65,0.64,0.26,631.5,2690.0,30.8,9,0.794,0,None,0.0,543.2,543.19,0.01,340.0,4.0,4.0
IND_FIELD_0637,Andhra Pradesh & Telangana,Soybean,8.25,5.94,98.0,51.0,225.4,21.2,19.9,20.9,11.1,1.36,6.0,0.28,4.23,0.69,0.51,932.9,3046.2,23.7,5,0.92,1,Syngenta CropBio+ (Biostimulant),2.52,25.06,21.83,3.23,4892.0,15784.0,13794.0
IND_FIELD_0638,Punjab & Haryana (Indo-Gangetic),Rice (Paddy),14.28,7.64,211.5,37.3,246.0,43.4,12.0,30.5,12.0,1.21,6.64,0.85,5.33,0.59,0.42,643.5,3076.8,26.2,7,0.883,1,Syngenta Isabion,1.81,53.98,48.4,5.58,2300.0,12845.0,10975.0
IND_FIELD_0639,Maharashtra & Vidarbha (Deccan),Tur / Pigeon Pea (Arhar),4.24,7.49,65.5,15.7,171.9,40.1,21.0,29.6,7.8,0.81,9.54,0.52,4.41,0.83,0.26,1175.0,2910.5,22.8,3,0.896,0,None,0.0,14.41,13.72,0.69,7550.0,5225.0,5225.0
IND_FIELD_0640,Maharashtra & Vidarbha (Deccan),Cotton,9.21,6.6,211.9,31.3,288.6,24.4,10.9,27.3,11.3,1.11,6.23,0.71,7.14,0.83,0.77,679.3,2046.6,30.5,5,0.837,0,None,0.0,22.36,23.12,-0.76,7121.0,-5442.0,-5442.0
IND_FIELD_0641,Punjab & Haryana (Indo-Gangetic),Rice (Paddy),5.47,7.42,142.9,44.5,216.4,22.4,15.8,16.5,7.7,0.44,7.1,0.55,4.94,0.85,0.84,1121.6,2944.4,34.6,6,0.92,1,Syngenta CropBio+ (Biostimulant),2.97,43.7,37.62,6.08,2300.0,13989.0,12210.0
IND_FIELD_0642,Maharashtra & Vidarbha (Deccan),Rice (Paddy),14.18,6.75,99.2,46.1,185.5,27.5,9.9,22.0,10.6,0.86,3.35,0.62,5.82,0.81,0.55,999.5,2187.2,32.8,3,0.92,1,Syngenta Quantis,1.77,48.73,45.87,2.86,2300.0,6588.0,4809.0
IND_FIELD_0643,Punjab & Haryana (Indo-Gangetic),Rice (Paddy),4.75,7.62,84.1,33.3,96.1,47.3,14.6,14.9,11.5,0.61,4.36,0.41,6.93,0.59,0.69,1386.9,3091.4,34.7,11,0.92,0,None,0.0,33.89,34.47,-0.57,2300.0,-1321.0,-1321.0
IND_FIELD_0644,Maharashtra & Vidarbha (Deccan),Sugarcane,7.94,6.89,231.6,50.5,191.5,25.7,11.7,19.8,13.9,0.48,7.88,0.34,2.81,0.52,0.75,1399.9,2792.7,33.0,2,0.92,0,None,0.0,599.08,598.62,0.46,340.0,157.0,157.0
IND_FIELD_0645,Punjab & Haryana (Indo-Gangetic),Tur / Pigeon Pea (Arhar),11.62,6.79,73.1,23.5,277.0,31.7,10.8,20.7,7.1,0.77,8.43,0.58,3.26,0.83,0.64,1276.0,2899.4,33.1,5,0.92,0,None,0.0,17.26,17.71,-0.45,7550.0,-3415.0,-3415.0
IND_FIELD_0646,Karnataka & Tamil Nadu,Cotton,11.25,8.04,95.8,29.7,227.5,18.9,23.4,28.3,7.8,0.44,7.45,0.51,2.59,0.59,0.18,1172.0,1919.0,29.5,5,0.92,0,None,0.0,21.5,21.45,0.05,7121.0,366.0,366.0
IND_FIELD_0647,Andhra Pradesh & Telangana,Soybean,8.15,6.4,122.6,50.6,279.7,29.9,8.9,29.7,5.2,1.07,4.25,0.47,2.77,0.42,0.26,817.1,2615.9,28.7,1,0.904,1,Syngenta Quantis,1.53,24.48,21.97,2.52,4892.0,12320.0,10402.0
IND_FIELD_0648,Andhra Pradesh & Telangana,Cotton,7.31,6.09,171.6,50.5,198.6,35.1,20.2,19.1,5.6,0.8,6.45,0.67,4.82,0.61,0.2,1165.6,2949.6,27.3,4,0.92,1,Syngenta CropBio+ (Biostimulant),1.42,23.64,21.24,2.4,7121.0,17101.0,15290.0
IND_FIELD_0649,Uttar Pradesh & Bihar,Gram / Chickpea (Chana),7.87,7.2,158.1,41.5,108.4,46.6,23.7,10.4,10.8,0.88,5.79,0.68,3.77,0.35,0.16,1358.8,3006.2,32.6,5,0.92,1,Syngenta CropBio+ (Biostimulant),2.95,21.8,19.68,2.13,5440.0,11561.0,9928.0
IND_FIELD_0650,Maharashtra & Vidarbha (Deccan),Sugarcane,6.41,8.13,82.6,48.9,83.3,33.5,6.4,29.0,13.1,0.46,6.82,0.23,4.33,0.73,0.36,472.2,1840.1,24.4,4,0.76,1,Syngenta CropBio+ (Biostimulant),2.81,549.43,458.4,91.03,340.0,30951.0,29115.0
IND_FIELD_0651,Punjab & Haryana (Indo-Gangetic),Cotton,5.76,6.71,112.2,15.8,152.8,42.6,18.6,13.8,7.6,0.45,9.55,0.44,7.4,0.49,0.42,961.0,3114.8,22.7,5,0.863,0,None,0.0,19.53,19.09,0.44,7121.0,3141.0,3141.0
IND_FIELD_0652,Andhra Pradesh & Telangana,Groundnut (Peanut),8.81,5.95,103.0,49.2,247.5,34.4,10.6,23.7,5.4,0.94,8.86,0.49,2.86,0.43,0.32,657.1,1860.7,34.3,6,0.807,1,Syngenta Quantis,2.75,25.81,22.77,3.04,6783.0,20595.0,18720.0
IND_FIELD_0653,Andhra Pradesh & Telangana,Mustard / Rapeseed,6.45,6.61,98.4,25.8,269.7,19.2,6.7,10.5,6.5,1.38,3.81,0.27,4.97,0.92,0.2,980.0,2660.3,22.0,7,0.92,0,None,0.0,24.45,24.26,0.19,5650.0,1066.0,1066.0
IND_FIELD_0654,Uttar Pradesh & Bihar,Mustard / Rapeseed,6.66,7.01,134.0,19.7,151.0,27.5,13.3,18.8,8.3,0.41,9.7,0.37,2.54,0.79,0.52,893.1,2770.7,34.7,1,0.9,0,None,0.0,24.16,25.4,-1.24,5650.0,-7005.0,-7005.0
IND_FIELD_0655,Maharashtra & Vidarbha (Deccan),Tur / Pigeon Pea (Arhar),10.72,6.19,186.7,22.3,199.0,35.3,22.8,31.7,6.6,0.61,6.64,0.24,3.75,0.8,0.34,997.0,1950.3,31.5,5,0.92,1,Syngenta Isabion,1.71,20.6,17.96,2.65,7550.0,19976.0,17982.0
IND_FIELD_0656,Punjab & Haryana (Indo-Gangetic),Cotton,14.15,7.38,99.1,30.0,181.1,46.5,6.2,12.2,6.0,1.26,8.63,0.9,4.9,0.69,0.71,973.4,1867.2,26.3,7,0.92,0,None,0.0,23.11,22.86,0.25,7121.0,1755.0,1755.0
IND_FIELD_0657,Maharashtra & Vidarbha (Deccan),Maize,10.14,8.19,126.0,22.8,178.5,43.8,16.6,19.3,11.2,0.38,4.22,0.72,7.21,0.84,0.16,1362.1,2898.9,31.1,8,0.92,0,None,0.0,49.99,50.34,-0.35,2225.0,-773.0,-773.0
IND_FIELD_0658,Maharashtra & Vidarbha (Deccan),Wheat,4.35,6.88,130.4,25.8,135.5,24.9,15.0,16.8,3.6,1.26,8.1,0.26,4.15,0.78,0.74,974.6,2338.5,32.6,4,0.92,1,Syngenta CropBio+ (Biostimulant),1.26,36.86,34.02,2.84,2275.0,6466.0,4555.0
IND_FIELD_0659,Andhra Pradesh & Telangana,Mustard / Rapeseed,4.33,6.65,235.8,17.8,112.7,24.6,21.7,29.9,9.2,0.88,4.93,0.21,2.36,0.67,0.82,1253.9,1950.0,25.2,4,0.92,0,None,0.0,24.82,25.2,-0.38,5650.0,-2156.0,-2156.0
IND_FIELD_0660,Andhra Pradesh & Telangana,Maize,13.97,6.76,231.8,24.7,127.2,24.0,7.5,29.1,11.8,0.75,6.4,0.7,4.13,0.92,0.65,753.8,2867.7,32.0,3,0.92,1,Syngenta CropBio+ (Biostimulant),1.98,65.57,59.97,5.59,2225.0,12439.0,10489.0
IND_FIELD_0661,Maharashtra & Vidarbha (Deccan),Groundnut (Peanut),6.77,6.08,204.0,36.6,93.3,45.7,18.3,15.2,6.3,0.64,3.32,0.51,2.8,0.38,0.66,866.2,2988.8,32.5,4,0.847,0,None,0.0,23.37,23.21,0.16,6783.0,1066.0,1066.0
IND_FIELD_0662,Karnataka & Tamil Nadu,Sugarcane,4.51,7.92,103.5,31.0,127.6,43.6,18.2,11.8,9.8,0.63,4.31,0.75,3.26,0.91,0.8,896.9,2622.3,25.2,6,0.854,1,Syngenta Isabion,2.83,548.49,475.16,73.32,340.0,24930.0,23132.0
IND_FIELD_0663,Andhra Pradesh & Telangana,Cotton,10.09,6.8,72.2,26.9,82.2,41.2,18.0,23.8,10.5,0.64,3.87,0.85,5.4,0.53,0.3,714.8,2025.7,22.5,5,0.863,0,None,0.0,20.02,20.84,-0.83,7121.0,-5893.0,-5893.0
IND_FIELD_0664,Punjab & Haryana (Indo-Gangetic),Wheat,10.36,6.73,117.0,44.1,230.5,29.8,23.0,17.4,10.4,1.27,4.95,0.62,2.37,0.62,0.85,810.8,1821.3,24.7,4,0.899,1,Syngenta Isabion,1.3,43.5,39.2,4.3,2275.0,9783.0,7865.0
IND_FIELD_0665,Punjab & Haryana (Indo-Gangetic),Tomato,10.63,7.38,108.0,50.4,155.9,33.1,20.8,24.8,8.2,1.1,3.93,0.33,4.56,0.34,0.69,1018.6,2781.1,24.6,6,0.92,0,None,0.0,273.65,273.68,-0.03,2400.0,-83.0,-83.0
IND_FIELD_0666,Punjab & Haryana (Indo-Gangetic),Tur / Pigeon Pea (Arhar),6.44,6.86,151.1,44.5,313.6,31.9,6.8,10.7,7.1,1.04,8.25,0.75,5.35,0.63,0.66,1001.2,2570.2,22.8,5,0.92,1,Syngenta Quantis,1.98,18.78,16.83,1.95,7550.0,14738.0,12776.0
IND_FIELD_0667,Punjab & Haryana (Indo-Gangetic),Soybean,3.67,7.36,200.0,26.3,126.5,25.6,14.5,12.9,12.3,1.18,3.41,0.87,4.32,0.68,0.4,1054.6,2711.1,31.4,3,0.879,1,Syngenta Quantis,1.41,22.49,20.18,2.31,4892.0,11277.0,9500.0
IND_FIELD_0668,Punjab & Haryana (Indo-Gangetic),Cotton,14.12,5.95,214.5,44.0,163.0,33.2,13.2,25.1,11.5,0.58,7.71,0.61,2.11,0.95,0.53,784.2,2938.5,26.9,4,0.92,0,None,0.0,24.17,24.47,-0.3,7121.0,-2169.0,-2169.0
IND_FIELD_0669,Punjab & Haryana (Indo-Gangetic),Soybean,6.26,7.75,212.1,18.5,165.9,18.9,11.6,14.7,6.9,0.98,4.23,0.68,7.42,0.93,0.61,750.0,2407.9,33.5,7,0.794,0,None,0.0,21.22,19.98,1.24,4892.0,6044.0,6044.0
IND_FIELD_0670,Maharashtra & Vidarbha (Deccan),Maize,10.94,8.06,124.7,17.6,82.0,22.0,14.1,28.9,4.6,0.81,10.1,0.44,4.02,0.93,0.58,1031.0,1974.3,25.3,5,0.92,0,None,0.0,50.36,49.93,0.43,2225.0,953.0,953.0
IND_FIELD_0671,Punjab & Haryana (Indo-Gangetic),Groundnut (Peanut),11.27,7.36,183.7,26.9,281.4,44.6,12.9,11.3,4.3,1.16,10.01,0.47,6.28,0.49,0.64,576.2,3116.0,27.9,5,0.803,1,Syngenta Isabion,1.56,28.93,25.85,3.07,6783.0,20849.0,19140.0
IND_FIELD_0672,Karnataka & Tamil Nadu,Cotton,10.21,8.09,116.3,46.7,87.7,40.6,13.8,14.7,4.5,0.64,4.85,0.71,3.79,0.94,0.21,690.4,2563.4,30.3,5,0.834,1,Syngenta Isabion,1.75,23.07,20.11,2.96,7121.0,21047.0,19253.0
IND_FIELD_0673,Punjab & Haryana (Indo-Gangetic),Wheat,6.94,6.16,71.0,22.6,305.6,30.7,23.6,32.0,9.6,1.01,7.69,0.85,4.61,0.57,0.4,490.0,2661.4,33.4,7,0.676,0,None,0.0,32.33,31.32,1.01,2275.0,2297.0,2297.0
IND_FIELD_0674,Andhra Pradesh & Telangana,Mustard / Rapeseed,6.48,6.95,186.3,14.7,294.1,33.5,7.6,19.5,4.0,1.27,3.4,0.64,4.14,0.85,0.45,519.0,3106.8,28.8,4,0.728,1,Syngenta Quantis,2.35,27.98,24.9,3.08,5650.0,17407.0,15455.0
IND_FIELD_0675,Maharashtra & Vidarbha (Deccan),Maize,10.07,7.24,61.8,17.7,208.5,29.1,22.6,25.5,7.0,0.74,10.0,0.75,3.88,0.4,0.33,681.2,3104.2,26.9,6,0.856,1,Syngenta CropBio+ (Biostimulant),1.99,55.8,48.59,7.2,2225.0,16022.0,14321.0
IND_FIELD_0676,Karnataka & Tamil Nadu,Wheat,13.03,7.2,133.7,48.9,210.5,40.2,14.6,14.0,11.4,0.37,7.02,0.32,2.12,0.6,0.27,468.6,2600.9,33.3,4,0.859,0,None,0.0,40.53,40.72,-0.19,2275.0,-436.0,-436.0
IND_FIELD_0677,Punjab & Haryana (Indo-Gangetic),Wheat,13.91,6.76,119.3,39.3,236.9,41.5,17.2,23.4,6.6,0.87,3.52,0.35,3.98,0.93,0.25,683.1,2216.7,26.0,9,0.916,0,None,0.0,42.05,42.09,-0.03,2275.0,-76.0,-76.0
IND_FIELD_0678,Maharashtra & Vidarbha (Deccan),Wheat,4.66,6.61,184.8,22.9,172.9,40.9,20.9,26.0,11.5,0.68,5.7,0.57,6.89,0.91,0.41,1072.2,3196.0,23.0,4,0.905,1,Syngenta CropBio+ (Biostimulant),1.99,39.27,34.59,4.68,2275.0,10656.0,8790.0
IND_FIELD_0679,Karnataka & Tamil Nadu,Cotton,5.2,6.1,197.9,35.9,235.3,39.7,12.5,16.9,11.3,1.04,3.76,0.32,5.8,0.73,0.5,508.1,2753.1,27.8,5,0.66,1,Syngenta CropBio+ (Biostimulant),1.9,21.28,18.66,2.62,7121.0,18679.0,16939.0
IND_FIELD_0680,Karnataka & Tamil Nadu,Wheat,13.89,6.74,114.7,34.7,90.7,24.1,13.7,28.2,6.1,1.35,6.07,0.64,2.8,0.81,0.19,864.9,2371.8,32.2,5,0.92,0,None,0.0,40.81,41.22,-0.41,2275.0,-931.0,-931.0
IND_FIELD_0681,Uttar Pradesh & Bihar,Maize,11.6,6.19,206.1,40.2,93.0,28.1,13.4,23.3,11.2,0.83,8.09,0.4,5.25,0.37,0.81,1317.5,2583.8,22.4,4,0.92,0,None,0.0,55.41,55.24,0.16,2225.0,358.0,358.0
IND_FIELD_0682,Maharashtra & Vidarbha (Deccan),Gram / Chickpea (Chana),13.21,7.56,112.9,22.0,189.7,32.1,12.7,18.6,11.4,0.81,6.63,0.75,6.91,0.76,0.69,1201.7,2382.2,29.6,3,0.92,0,None,0.0,21.0,21.52,-0.52,5440.0,-2808.0,-2808.0
IND_FIELD_0683,Punjab & Haryana (Indo-Gangetic),Sugarcane,5.73,6.3,140.3,49.2,211.9,27.9,22.7,22.3,7.7,1.02,6.0,0.77,5.85,0.68,0.66,740.2,3043.6,29.7,6,0.811,1,Syngenta Isabion,1.67,598.11,528.58,69.53,340.0,23640.0,21579.0
IND_FIELD_0684,Andhra Pradesh & Telangana,Groundnut (Peanut),9.96,5.94,190.9,25.3,293.1,40.6,20.9,22.7,5.7,0.41,4.07,0.52,2.82,0.31,0.27,1328.6,2475.5,34.1,5,0.92,1,Syngenta CropBio+ (Biostimulant),2.4,28.27,26.81,1.46,6783.0,9892.0,8106.0
IND_FIELD_0685,Karnataka & Tamil Nadu,Cotton,11.21,7.13,184.7,41.8,105.1,27.9,8.0,13.6,9.0,0.58,4.99,0.33,6.77,0.33,0.57,763.2,2952.9,25.7,2,0.865,0,None,0.0,22.32,22.22,0.09,7121.0,671.0,671.0
IND_FIELD_0686,Andhra Pradesh & Telangana,Wheat,10.98,7.23,237.7,12.7,277.4,22.1,7.9,18.9,13.2,1.31,3.93,0.65,3.66,0.33,0.52,518.9,2976.2,25.6,4,0.767,0,None,0.0,40.48,39.88,0.59,2275.0,1349.0,1349.0
IND_FIELD_0687,Andhra Pradesh & Telangana,Soybean,7.99,7.89,100.5,28.0,130.4,30.0,13.7,17.6,10.2,1.04,9.09,0.89,4.5,0.76,0.84,1394.4,2954.1,27.7,4,0.92,0,None,0.0,21.04,20.74,0.3,4892.0,1472.0,1472.0
IND_FIELD_0688,Maharashtra & Vidarbha (Deccan),Cotton,3.67,7.18,179.2,27.1,174.6,47.4,7.8,18.8,5.3,0.31,4.19,0.64,4.89,0.35,0.67,1276.5,2811.1,26.6,10,0.92,1,Syngenta CropBio+ (Biostimulant),2.93,22.75,19.39,3.36,7121.0,23961.0,22014.0
IND_FIELD_0689,Uttar Pradesh & Bihar,Maize,9.91,6.63,169.7,35.4,156.0,24.8,17.1,26.7,10.7,0.53,7.55,0.23,6.68,0.58,0.55,892.6,2996.8,31.6,4,0.92,0,None,0.0,53.27,53.29,-0.03,2225.0,-63.0,-63.0
IND_FIELD_0690,Punjab & Haryana (Indo-Gangetic),Tomato,6.28,7.73,224.7,15.1,176.0,36.4,8.6,20.6,8.0,1.05,5.7,0.21,7.12,0.5,0.75,1083.1,2342.1,30.3,2,0.904,1,Syngenta Quantis,2.85,283.78,255.18,28.61,2400.0,68655.0,66615.0
IND_FIELD_0691,Maharashtra & Vidarbha (Deccan),Soybean,8.45,7.1,88.1,46.0,116.1,31.0,15.4,30.7,9.7,1.14,4.85,0.42,7.11,0.64,0.26,1087.7,1960.5,31.9,4,0.92,1,Syngenta CropBio+ (Biostimulant),2.68,23.96,21.63,2.33,4892.0,11398.0,9330.0
IND_FIELD_0692,Maharashtra & Vidarbha (Deccan),Rice (Paddy),14.03,5.99,195.3,21.4,200.9,20.1,6.1,16.5,11.2,1.22,7.87,0.34,2.04,0.74,0.16,634.8,2979.4,32.7,4,0.85,1,Syngenta Isabion,2.26,50.74,45.51,5.23,2300.0,12031.0,9973.0
IND_FIELD_0693,Andhra Pradesh & Telangana,Groundnut (Peanut),7.89,7.16,162.3,41.1,272.4,32.6,11.7,19.1,8.9,0.62,6.54,0.77,7.07,0.73,0.63,640.0,2497.4,34.0,4,0.777,1,Syngenta Isabion,2.75,26.9,24.36,2.54,6783.0,17202.0,15588.0
IND_FIELD_0694,Punjab & Haryana (Indo-Gangetic),Cotton,12.74,7.98,109.4,46.5,186.0,39.1,18.2,27.3,12.0,1.32,6.12,0.79,2.3,0.61,0.22,896.1,1978.3,27.6,7,0.92,0,None,0.0,23.08,22.15,0.93,7121.0,6606.0,6606.0
IND_FIELD_0695,Punjab & Haryana (Indo-Gangetic),Wheat,5.57,6.75,145.4,36.2,197.7,33.4,14.7,22.0,11.1,0.91,7.53,0.38,3.46,0.58,0.23,1316.0,1961.4,34.8,5,0.92,1,Syngenta Quantis,1.84,39.49,35.33,4.16,2275.0,9466.0,7677.0
IND_FIELD_0696,Andhra Pradesh & Telangana,Maize,10.9,6.51,120.1,43.9,283.7,44.2,23.6,22.0,10.0,1.07,6.79,0.43,4.83,0.53,0.67,459.5,2022.9,24.8,7,0.753,1,Syngenta Isabion,1.87,60.32,52.12,8.2,2225.0,18242.0,16199.0
IND_FIELD_0697,Maharashtra & Vidarbha (Deccan),Sugarcane,14.25,6.14,164.3,40.5,249.5,26.7,21.7,11.2,5.1,0.96,5.42,0.37,4.64,0.85,0.34,1193.4,2851.4,31.3,6,0.92,1,Syngenta Isabion,2.22,737.84,666.98,70.86,340.0,24092.0,22271.0
IND_FIELD_0698,Andhra Pradesh & Telangana,Cotton,4.62,6.16,220.0,27.3,197.7,20.6,12.5,18.8,12.3,0.44,7.28,0.84,5.33,0.48,0.59,504.7,2795.2,28.9,12,0.662,0,None,0.0,18.12,18.41,-0.29,7121.0,-2063.0,-2063.0
IND_FIELD_0699,Punjab & Haryana (Indo-Gangetic),Rice (Paddy),3.59,6.84,162.5,46.8,141.8,46.1,6.8,16.0,13.3,1.36,8.09,0.55,4.64,0.43,0.79,904.3,2085.3,32.6,5,0.808,0,None,0.0,34.96,35.57,-0.61,2300.0,-1400.0,-1400.0
IND_FIELD_0700,Maharashtra & Vidarbha (Deccan),Groundnut (Peanut),8.27,7.23,173.7,24.7,292.4,29.3,21.2,32.0,4.9,0.44,3.39,0.66,7.14,0.77,0.37,1056.0,2985.7,28.2,3,0.92,1,Syngenta Isabion,1.27,27.93,25.41,2.53,6783.0,17140.0,15514.0
IND_FIELD_0701,Andhra Pradesh & Telangana,Wheat,4.52,5.99,153.4,36.6,218.5,35.3,22.4,16.8,8.6,0.58,6.6,0.49,3.32,0.5,0.3,1102.4,2193.8,32.2,2,0.92,1,Syngenta Quantis,2.62,38.09,34.14,3.94,2275.0,8970.0,7034.0
IND_FIELD_0702,Punjab & Haryana (Indo-Gangetic),Soybean,11.73,8.05,69.2,44.1,133.1,41.8,20.8,29.5,6.2,1.19,3.62,0.64,3.51,0.84,0.22,505.6,2910.2,34.1,6,0.794,1,Syngenta Isabion,2.37,25.94,21.71,4.23,4892.0,20695.0,18626.0
IND_FIELD_0703,Maharashtra & Vidarbha (Deccan),Groundnut (Peanut),13.56,7.61,101.9,28.3,144.6,27.7,8.3,24.9,11.4,0.98,4.56,0.47,7.06,0.48,0.24,847.7,2484.3,31.5,8,0.92,1,Syngenta CropBio+ (Biostimulant),2.68,29.35,25.9,3.45,6783.0,23384.0,21672.0
IND_FIELD_0704,Punjab & Haryana (Indo-Gangetic),Soybean,8.27,7.21,148.6,25.0,272.8,39.5,24.0,17.5,11.1,1.22,7.29,0.44,2.42,0.74,0.19,1004.6,2824.2,32.1,3,0.914,1,Syngenta CropBio+ (Biostimulant),2.96,25.06,23.15,1.91,4892.0,9362.0,7715.0
IND_FIELD_0705,Punjab & Haryana (Indo-Gangetic),Maize,6.35,7.79,115.8,31.8,90.6,22.1,10.7,22.0,5.0,0.87,9.52,0.64,5.35,0.28,0.21,512.7,2333.9,22.9,7,0.729,0,None,0.0,41.49,42.19,-0.71,2225.0,-1575.0,-1575.0
IND_FIELD_0706,Karnataka & Tamil Nadu,Cotton,8.28,5.99,92.7,47.2,318.1,26.7,19.0,28.5,12.7,0.71,9.64,0.61,5.75,0.52,0.45,578.3,2286.0,24.7,5,0.814,1,Syngenta Isabion,1.55,23.0,20.17,2.83,7121.0,20160.0,18454.0
IND_FIELD_0707,Maharashtra & Vidarbha (Deccan),Onion,11.46,6.94,150.7,52.0,111.3,22.3,22.3,29.4,5.4,1.31,3.71,0.41,4.78,0.49,0.37,1080.5,2977.9,34.7,4,0.92,1,Syngenta Quantis,1.81,254.59,231.51,23.07,2800.0,64609.0,62862.0
IND_FIELD_0708,Uttar Pradesh & Bihar,Rice (Paddy),3.6,7.31,118.1,35.4,271.1,42.3,10.2,13.5,11.9,0.34,6.26,0.3,5.82,0.82,0.64,945.6,1849.4,31.0,4,0.847,1,Syngenta Isabion,2.78,39.96,35.47,4.5,2300.0,10344.0,8697.0
IND_FIELD_0709,Maharashtra & Vidarbha (Deccan),Rice (Paddy),9.98,7.79,106.5,40.4,174.7,24.7,22.3,17.5,8.3,1.24,7.46,0.46,2.95,0.93,0.76,603.7,3164.6,29.3,6,0.814,1,Syngenta CropBio+ (Biostimulant),1.23,45.42,39.65,5.77,2300.0,13270.0,11552.0
IND_FIELD_0710,Andhra Pradesh & Telangana,Soybean,10.25,7.68,143.5,50.8,198.1,39.5,11.6,17.4,6.9,0.55,4.27,0.49,6.69,0.57,0.7,958.5,2707.5,26.8,5,0.92,0,None,0.0,23.39,23.55,-0.16,4892.0,-772.0,-772.0
IND_FIELD_0711,Uttar Pradesh & Bihar,Rice (Paddy),10.51,6.46,84.0,16.2,291.4,46.3,23.6,10.9,5.2,1.23,8.79,0.64,2.77,0.83,0.52,1317.1,2405.5,22.6,5,0.92,0,None,0.0,42.02,41.61,0.41,2300.0,939.0,939.0
IND_FIELD_0712,Andhra Pradesh & Telangana,Gram / Chickpea (Chana),6.16,8.06,227.0,22.0,179.1,33.8,11.1,23.2,5.3,0.45,8.63,0.84,4.2,0.74,0.22,464.8,2679.3,26.8,4,0.742,1,Syngenta CropBio+ (Biostimulant),1.88,20.7,17.34,3.36,5440.0,18292.0,16534.0
